stichtag;kreis_id;kreis_name;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;m�nnlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
stichtag;kreis_id;kreis_name;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2024;14730;Nordsachsen, Landkreis;1942;2655;4079;4885;2896;1776;4366;3559;4085;7053;7424;6511;6636;7965;8785;14128;10035;1856;2501;3902;4760;2712;1637;3348;2876;3769;6794;6711;5667;6082;7912;9104;15564;15447
31.12.2024;15001;Dessau-Ro�lau, kreisfreie Stadt;764;856;1306;1659;998;631;1542;1620;1591;2249;2188;2025;2158;2852;3151;5328;5140;713;848;1211;1473;876;566;1294;1576;1549;2305;2147;1966;2176;2943;3483;6358;7860
31.12.2024;15002;Halle (Saale), kreisfreie Stadt;2781;3010;4501;5386;3439;2501;7992;8321;7019;7926;7438;6369;6388;7260;6994;11012;11254;2617;2733;3862;4798;2978;2473;8920;7592;6225;7624;7071;6050;6104;7171;7663;14753;18542
31.12.2024;15003;Magdeburg, kreisfreie Stadt;2665;3222;4605;5628;3280;2608;8705;10093;8270;9471;8468;6950;6712;7862;8077;12542;12043;2571;2865;4092;4903;2900;2269;8024;7912;6781;8393;7608;6489;6474;8049;8825;15672;19301
31.12.2024;15081;Altmarkkreis Salzwedel;785;995;1582;1977;1202;813;1565;1499;1635;2707;2792;2489;2588;3465;3952;5968;3698;769;883;1372;1812;1054;595;1229;1276;1582;2505;2442;2185;2399;3552;4060;6526;6027
31.12.2024;15082;Anhalt-Bitterfeld, Landkreis;1447;1753;2609;3352;1988;1386;3294;2812;3145;5107;5287;4712;5200;6300;7009;11386;8198;1339;1657;2601;3210;2014;1180;2591;2300;2889;4842;4768;4258;4686;6260;7264;12978;13213
31.12.2024;15083;B�rde, Landkreis;1695;2194;3341;4185;2600;1655;3345;3014;3394;5945;6239;5528;5760;7077;7729;12206;7663;1512;1986;3108;3857;2262;1249;2518;2524;3316;5904;5790;4786;5468;6964;7919;13408;11783
31.12.2024;15084;Burgenlandkreis;1651;2078;3163;3986;2428;1552;3577;3185;3571;5816;5868;5120;5539;7216;7823;12901;9623;1579;1983;3065;3676;2221;1337;2921;2730;3302;5711;5513;4698;5171;6896;8085;14536;15163
31.12.2024;15085;Harz, Landkreis;1754;2299;3326;4436;2711;1853;4578;3862;4093;6629;6795;6028;6766;8579;9473;15308;11669;1736;2098;3275;4200;2565;1562;3533;3227;3851;6384;6528;5633;6364;8485;9814;17515;18555
31.12.2024;15086;Jerichower Land, Landkreis;818;1094;1733;2104;1227;785;1744;1558;1765;3005;3034;2792;2893;3747;4380;6673;4455;806;1058;1586;2029;1178;660;1313;1185;1672;2956;2848;2528;2689;3643;4303;7228;7020
31.12.2024;15087;Mansfeld-S�dharz, Landkreis;1138;1435;2077;2881;1751;1106;2530;2322;2429;4001;4119;3751;4375;5383;6256;10417;7691;1020;1257;1946;2643;1581;954;2062;1826;2234;3681;3724;3442;3994;5228;6325;11417;12033
31.12.2024;15088;Saalekreis;1761;2318;3526;4323;2804;1675;3830;3315;3723;6331;6613;6006;6236;7589;7981;12882;9335;1793;2204;3346;4215;2502;1417;3031;2829;3556;6196;6078;5183;5872;7453;8291;14623;13614
31.12.2024;15089;Salzlandkreis;1626;2100;3205;4054;2537;1668;3685;3348;3766;6141;6150;5448;6129;7781;8264;12893;9498;1610;1969;2963;3823;2254;1424;3223;3039;3429;5395;5371;4733;5393;7566;8714;15150;16422
31.12.2024;15090;Stendal, Landkreis;1024;1330;1954;2525;1576;1000;2213;1981;2172;3568;3405;3039;3338;4564;5253;8202;5288;1051;1233;1769;2433;1446;859;1830;1759;2056;3379;3138;2806;3264;4583;5463;8823;8214
31.12.2024;15091;Wittenberg, Landkreis;1125;1483;2136;2792;1718;1030;2301;2146;2432;4083;3944;3532;4013;5214;5754;9310;6826;1078;1343;1973;2555;1544;868;1760;1740;2206;3719;3600;3280;3719;5006;5936;10635;10893
31.12.2024;15101;Dessau, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15151;Anhalt-Zerbst, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15153;Bernburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15154;Bitterfeld, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15159;K�then, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15171;Wittenberg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15202;Halle (Saale), kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15256;Burgenlandkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15260;Mansfelder Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15261;Merseburg-Querfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15265;Saalkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15266;Sangerhausen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15268;Wei�enfels, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15303;Magdeburg, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15352;Aschersleben-Sta�furt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15355;B�rdekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15357;Halberstadt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15358;Jerichower Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15362;Ohrekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15363;Stendal, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15364;Quedlinburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15367;Sch�nebeck, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15369;Wernigerode, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;15370;Altmarkkreis Salzwedel (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;16051;Erfurt, kreisfreie Stadt;2346;2729;3985;5205;2977;2087;6748;7157;6744;8776;7900;6865;6649;7255;7615;11763;10035;2184;2709;4071;4900;2906;2169;7708;6593;6037;7914;7259;6345;6201;7447;8000;14246;15268
31.12.2024;16052;Gera, kreisfreie Stadt;976;1201;1738;2379;1399;942;2481;2470;2194;3309;3078;2745;2801;3352;3939;6521;5368;892;1163;1675;2122;1268;787;2201;1930;2042;2949;2881;2541;2489;3396;4036;7767;8576
31.12.2024;16053;Jena, kreisfreie Stadt;1151;1414;2025;2535;1510;1079;4181;4942;3940;4292;3745;3133;2942;3275;3102;5124;5408;1091;1360;1921;2451;1461;1109;4651;4441;3279;3920;3548;3056;2804;3095;3219;6235;8286
31.12.2024;16054;Suhl, kreisfreie Stadt;282;336;518;677;387;302;742;729;715;1079;1043;938;1083;1365;1527;2697;2441;300;347;478;657;348;254;608;546;678;935;896;859;1017;1385;1670;3308;3538
31.12.2024;16055;Weimar, kreisfreie Stadt;676;837;1221;1619;984;675;2067;2072;1675;2277;2181;2004;1957;2187;2253;3502;3388;629;796;1251;1566;950;690;2370;1957;1659;2257;2318;1896;1929;2253;2454;4271;5133
31.12.2024;16056;Eisenach, kreisfreie Stadt (bis 30.06.2021);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2024;16061;Eichsfeld, Landkreis;1124;1554;2147;2694;1525;991;2263;1983;2246;3493;3846;3415;3518;4064;4471;7470;5149;1071;1425;2094;2652;1468;867;1863;1680;2122;3405;3534;3179;3076;3750;4303;7770;7482
31.12.2024;16062;Nordhausen, Landkreis;760;947;1499;1962;1174;804;1892;1885;1725;2725;2743;2360;2570;3142;3478;5714;4472;697;897;1456;1816;1112;723;1490;1454;1573;2518;2476;2149;2489;3186;3658;6298;6918
31.12.2024;16063;Wartburgkreis;1513;1884;2906;3848;2169;1358;3369;3225;3294;5182;5444;4863;5369;6106;6983;11343;8097;1447;1772;2743;3477;2026;1226;2848;2559;3019;4872;4950;4535;4848;5925;7141;12229;12387
31.12.2024;16064;Unstrut-Hainich-Kreis;971;1243;1950;2470;1475;940;2149;1917;2071;3104;3281;2921;3136;3645;4097;6864;4694;937;1130;1737;2194;1265;806;1651;1588;1934;2929;3031;2627;2958;3686;4272;7635;7305
31.12.2024;16065;Kyffh�userkreis;664;795;1323;1663;1077;671;1536;1345;1478;2416;2460;2168;2432;2915;3250;5639;3829;664;796;1158;1515;896;527;1151;1052;1300;2092;2186;1887;2212;2860;3496;6334;5951
31.12.2024;16066;Schmalkalden-Meiningen, Landkreis;1038;1384;2135;2853;1619;1085;2936;2725;2539;4039;4307;3634;4065;4643;5465;9046;6449;1044;1313;1996;2633;1499;906;2215;1999;2183;3620;3780;3249;3649;4748;5732;9980;9706
31.12.2024;16067;Gotha, Landkreis;1228;1654;2522;3227;1864;1272;3166;3198;3121;4619;4807;4305;4694;5581;5784;9266;6977;1285;1593;2505;3185;1856;1119;2645;2426;2719;4449;4605;3925;4306;5201;5996;10357;10381
31.12.2024;16068;S�mmerda, Landkreis;647;892;1417;1760;1072;699;1432;1217;1343;2295;2502;2118;2458;2794;2938;4975;3227;626;734;1201;1516;899;503;1163;1085;1376;2210;2262;2041;2095;2613;3074;5730;4779
31.12.2024;16069;Hildburghausen, Landkreis;526;721;1094;1391;882;513;1247;1084;1236;2076;2378;2011;2068;2502;2822;4653;2856;523;699;1056;1391;766;436;936;875;1085;1882;1962;1784;1909;2375;2881;4980;4387
31.12.2024;16070;Ilm-Kreis;953;1307;2024;2515;1544;1042;2797;3152;2850;3850;3747;3346;3435;4146;4413;7163;5575;878;1180;1915;2315;1441;839;1987;2055;2155;3437;3379;2932;3031;4072;4522;8212;8448
31.12.2024;16071;Weimarer Land, Landkreis;828;1136;1764;2235;1320;751;1793;1497;1573;2631;2966;2721;2868;3213;3548;5976;3977;805;1056;1649;2166;1236;723;1483;1245;1594;2792;2885;2481;2553;3216;3651;6456;5604
31.12.2024;16072;Sonneberg, Landkreis;489;638;911;1228;707;465;1190;1001;1174;1721;1911;1776;1967;2214;2558;4182;2974;453;502;820;1066;658;408;1060;989;1006;1574;1692;1543;1839;2132;2638;4721;4757
31.12.2024;16073;Saalfeld-Rudolstadt, Landkreis;868;1099;1777;2280;1284;851;2121;1828;1962;3240;3402;3000;3354;4007;4737;7674;5719;843;1034;1666;2224;1255;701;1650;1483;1638;2930;3018;2658;3039;3965;4809;8711;9278
31.12.2024;16074;Saale-Holzland-Kreis;712;949;1607;2022;1185;737;1837;1539;1645;2800;3099;2621;2795;3413;3640;6164;4578;717;999;1602;1993;1126;653;1561;1353;1499;2735;2697;2348;2503;3271;3801;6647;6494
31.12.2024;16075;Saale-Orla-Kreis;693;893;1412;1786;1116;677;1654;1447;1453;2481;2673;2435;2699;3175;3668;6062;4046;641;862;1359;1898;990;555;1359;1168;1311;2315;2351;2147;2480;3095;3641;6583;6216
31.12.2024;16076;Greiz, Landkreis;828;1066;1687;2193;1360;876;1839;1602;1543;2822;3026;2813;3041;3922;4434;7731;5538;804;983;1564;1979;1144;615;1348;1231;1442;2647;2795;2541;2862;3783;4594;8484;8570
31.12.2024;16077;Altenburger Land, Landkreis;715;937;1535;1904;1153;745;1759;1518;1615;2641;2905;2564;3045;3522;3815;6659;5416;690;938;1449;1991;1161;726;1476;1281;1509;2547;2547;2222;2700;3679;3959;7814;8371
__________
"Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.
Ab 2022: Ergebnisse auf Grundlage des Zensus 2022."
� Statistisches Bundesamt (Destatis), 2025
Stand: 20.06.2025 / 18:12:48
